학년,학교,성별,자세 세부 유형,자세 불균형 상태,자세 불균형 개수 (개),목,어깨,허리,엉덩,무릎,발목,자세 등급
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,97,81,58,58,88,94,2
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,17,61,30,54,54,91,56,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,11,97,100,68,68,90,98,1
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,20,54,28,49,49,87,72,2
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,10,94,96,91,91,99,90,1
1학년,중학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,15,100,78,90,90,97,94,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,22,85,30,93,93,90,67,2
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,15,47,30,51,51,95,78,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,21,100,25,60,60,94,72,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,81,30,59,59,84,73,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,12,74,30,97,97,100,89,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,14,100,95,69,69,87,84,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,95,28,65,65,84,75,2
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,15,97,100,85,85,99,86,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,15,92,80,80,80,100,85,1
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,82,30,65,65,79,50,2
1학년,중학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,14,100,79,84,84,100,89,1
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,22,97,33,45,45,73,89,2
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,9,64,98,100,100,99,93,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,69,30,79,79,96,75,2
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,13,87,100,99,99,99,91,1
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,14,100,30,40,40,89,52,2
1학년,중학교,남자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,21,94,86,84,84,83,68,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,17,100,97,73,73,88,91,1
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,23,78,29,65,65,88,84,2
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,13,83,100,77,77,99,98,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,31,30,88,88,97,82,2
1학년,중학교,여자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,18,100,96,70,70,91,92,1
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,20,100,14,40,40,80,58,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,100,97,55,55,88,83,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,82,24,67,67,87,72,2
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,11,100,97,98,98,100,89,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,19,100,94,67,67,89,82,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,100,87,54,54,99,78,2
1학년,중학교,여자,어깨 오른쪽 높음,Lv 1 예방 유지 단계,15,100,97,99,99,96,90,1
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,15,100,75,92,92,99,85,1
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,19,90,30,37,37,79,63,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,89,30,40,40,80,60,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,20,99,88,85,85,95,85,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,92,28,59,59,83,81,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,20,99,81,81,81,86,87,1
1학년,중학교,여자,엉덩관절 오른쪽 벌어짐,Lv 1 예방 유지 단계,10,100,100,88,88,100,96,1
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,22,50,30,47,47,81,50,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,79,30,74,74,98,68,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,71,25,42,42,84,68,2
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,16,57,29,62,62,88,72,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,22,88,29,56,56,83,50,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,16,62,92,73,73,100,86,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,97,90,57,57,71,94,2
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,12,71,79,95,95,100,88,1
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,12,100,92,100,100,100,96,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,21,48,30,79,79,93,56,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,19,32,30,42,42,82,67,2
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,18,76,30,46,46,76,79,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,99,82,43,43,96,79,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,20,89,21,85,85,91,58,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,18,97,64,74,74,99,77,1
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,20,76,23,48,48,78,78,2
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,15,65,30,54,54,86,80,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,46,30,83,83,100,77,2
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,17,69,30,41,41,88,62,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,17,100,61,76,76,98,76,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,75,30,68,68,94,70,2
1학년,중학교,여자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,13,100,96,88,88,100,91,1
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,13,89,94,87,87,98,91,1
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,20,83,29,57,57,88,59,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,62,30,69,69,93,82,2
1학년,중학교,여자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,13,100,99,97,97,95,95,1
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,19,60,30,54,54,94,45,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,20,78,77,76,76,95,86,1
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,80,24,52,52,89,75,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,100,30,38,38,73,75,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,100,30,40,40,62,77,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,19,92,30,41,41,81,73,2
1학년,중학교,여자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,14,97,91,91,91,95,93,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,15,83,90,69,69,83,97,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,90,65,81,81,88,73,2
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,15,89,30,69,69,82,57,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,15,93,30,94,94,97,83,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,17,98,86,70,70,98,91,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,20,96,94,46,46,89,89,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,86,30,73,73,97,65,2
1학년,중학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,17,95,92,94,94,98,97,1
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,17,60,28,47,47,86,68,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,14,92,84,83,83,96,96,1
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,17,97,53,94,94,99,89,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,21,88,46,63,63,96,82,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,65,30,72,72,95,59,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,18,90,91,78,78,89,85,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,17,100,87,81,81,100,88,1
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,53,30,39,39,90,63,2
1학년,중학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,19,68,30,97,97,97,72,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,20,84,81,75,75,99,77,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,17,88,76,68,68,99,84,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,23,80,15,72,72,98,59,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,90,30,39,39,80,77,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,100,30,73,73,94,72,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,88,30,59,59,86,78,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,15,100,61,72,72,100,77,1
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,19,94,30,47,47,80,74,2
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,18,96,30,39,39,73,66,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,75,57,72,72,78,94,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,22,82,24,44,44,83,54,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,13,82,30,87,87,100,79,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,21,38,30,66,66,94,59,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,86,30,65,65,93,66,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,92,27,64,64,65,83,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,100,30,84,84,99,74,2
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,17,54,27,44,44,93,57,2
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,18,71,25,59,59,99,64,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,16,97,98,87,87,95,98,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,18,85,81,83,83,91,88,1
1학년,중학교,여자,어깨 오른쪽 높음,Lv 1 예방 유지 단계,10,100,99,86,86,100,89,1
1학년,중학교,여자,어깨 오른쪽 높음,Lv 1 예방 유지 단계,15,100,97,81,81,100,90,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,55,75,63,63,97,83,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,11,100,95,86,86,97,97,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,12,100,78,80,80,100,95,1
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,100,27,35,35,67,70,2
1학년,중학교,여자,귀 오른쪽 높음,Lv 1 예방 유지 단계,15,94,100,90,90,100,90,1
1학년,중학교,여자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,11,96,100,86,86,94,92,1
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,92,30,42,42,48,95,2
1학년,중학교,여자,어깨 오른쪽 높음,Lv 1 예방 유지 단계,17,100,93,76,76,89,85,1
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,15,93,76,99,99,99,92,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,90,25,62,62,100,60,2
1학년,중학교,여자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,13,100,100,76,76,82,91,1
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,18,79,69,90,90,97,96,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,76,27,91,91,93,75,2
1학년,중학교,여자,어깨 왼쪽 높음,Lv 1 예방 유지 단계,10,100,92,84,84,100,93,1
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,73,30,39,39,86,59,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,48,30,62,62,83,54,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,19,56,91,86,86,91,93,1
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,18,78,99,88,88,98,92,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,20,60,19,60,60,91,81,2
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,16,69,93,89,89,100,87,1
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,100,30,60,60,94,57,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,19,100,28,47,47,91,72,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,82,30,82,82,97,79,2
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,14,96,90,93,93,100,98,1
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,15,86,68,94,94,100,93,1
1학년,중학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,20,78,79,84,84,90,61,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,78,30,38,38,64,74,2
1학년,중학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,11,76,31,100,100,98,69,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,20,98,28,47,47,90,69,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,19,69,29,64,64,89,73,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,20,76,84,80,80,99,91,1
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,60,62,55,55,84,97,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,22,35,30,82,82,91,64,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,17,87,86,71,71,88,97,1
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,58,30,40,40,85,64,2
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,14,99,92,96,96,98,91,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,100,97,48,48,72,91,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,21,83,50,95,95,90,92,1
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,16,99,91,97,97,95,85,1
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,74,30,37,37,54,80,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,13,96,93,75,75,96,91,1
1학년,중학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,16,76,31,97,97,98,89,1
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,20,100,30,61,61,85,56,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,84,30,79,79,93,64,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,54,30,51,51,70,77,2
1학년,중학교,여자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,10,94,100,98,98,96,90,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,94,100,51,51,89,94,2
1학년,중학교,여자,척추측만 자세 위험군,Lv 1 예방 유지 단계,14,95,82,100,100,100,95,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,13,86,30,81,81,100,68,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,22,65,28,50,50,84,76,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,66,30,77,77,98,70,2
1학년,중학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,9,90,72,100,100,98,91,1
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,19,78,30,52,52,81,82,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,20,100,23,43,43,85,50,2
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,11,76,99,91,91,99,92,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,78,30,87,87,96,63,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,15,85,82,78,78,100,90,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,16,75,100,74,74,87,93,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,98,79,56,56,89,94,2
1학년,중학교,여자,척추측만 자세 위험군,Lv 1 예방 유지 단계,14,86,91,100,100,100,87,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,72,89,55,55,100,83,2
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,15,95,82,96,96,80,83,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,54,30,93,93,91,62,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,85,30,93,93,97,66,2
1학년,중학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,20,88,30,97,97,76,65,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,21,99,59,85,85,98,94,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,21,62,30,83,83,93,67,2
1학년,중학교,여자,엉덩관절 오른쪽 벌어짐,Lv 1 예방 유지 단계,10,100,100,94,94,100,99,1
1학년,중학교,여자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,16,100,98,91,91,97,92,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,17,100,76,62,62,85,97,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,19,99,91,78,78,92,95,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,78,70,66,66,91,90,2
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,13,95,93,82,82,98,94,1
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,13,67,36,60,60,94,74,2
1학년,중학교,여자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,10,100,100,91,91,89,84,1
1학년,중학교,여자,엉덩관절 오른쪽 벌어짐,Lv 1 예방 유지 단계,12,100,100,88,88,99,95,1
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,13,100,30,53,53,88,68,2
1학년,중학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,10,100,99,98,98,80,72,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,13,66,30,79,79,96,79,2
1학년,중학교,여자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,16,83,100,92,92,93,88,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,58,30,79,79,96,81,2
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,16,100,70,59,59,89,97,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,74,30,71,71,93,71,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,100,30,37,37,72,68,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,23,40,24,48,48,82,67,2
1학년,중학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,17,72,77,93,93,96,98,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,100,90,44,44,90,85,2
1학년,중학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,14,73,83,82,82,92,95,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,100,25,71,71,75,51,2
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,16,82,90,95,95,97,89,1
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,17,93,90,96,96,95,82,1
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,19,76,30,38,38,67,68,2
1학년,중학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,16,68,93,91,91,100,95,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,91,30,62,62,90,71,2
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,11,65,82,93,93,92,90,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,19,100,71,66,66,92,95,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,15,100,68,82,82,95,85,1
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,21,92,27,40,40,82,47,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,73,30,55,55,76,87,2
1학년,중학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,14,94,30,98,98,86,69,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,20,100,85,68,68,97,63,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,80,25,61,61,95,80,2
1학년,중학교,남자,어깨 오른쪽 높음,Lv 1 예방 유지 단계,16,100,96,92,92,100,91,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,50,87,70,70,98,85,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,24,57,25,68,68,88,70,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,20,68,30,49,49,81,54,2
1학년,중학교,여자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,14,94,93,99,99,86,85,1
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,16,95,30,51,51,89,80,2
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,11,99,72,96,96,92,92,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,18,81,89,74,74,85,85,1
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,11,78,99,99,99,96,97,1
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,21,68,28,37,37,75,63,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,19,76,19,54,54,89,74,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,22,64,21,48,48,82,68,2
1학년,중학교,남자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,11,100,86,82,82,91,96,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,94,27,81,81,96,83,2
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,19,95,30,52,52,85,71,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,66,30,57,57,85,72,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,100,30,71,71,88,81,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,17,98,98,77,77,100,85,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,23,56,27,80,80,94,75,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,17,100,60,88,88,91,96,1
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,14,92,97,88,88,100,95,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,12,93,84,82,82,78,89,1
1학년,중학교,여자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,18,100,99,80,80,94,91,1
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,16,38,30,46,46,89,55,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,20,66,30,72,72,85,74,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,86,30,68,68,83,78,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,19,100,30,39,39,66,77,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,82,30,46,46,84,53,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,20,85,33,82,82,87,89,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,100,30,40,40,84,68,2
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,17,96,87,93,93,92,90,1
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,22,86,25,55,55,90,55,2
1학년,중학교,여자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,13,100,90,80,80,97,79,1
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,16,90,30,51,51,98,60,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,21,94,54,91,91,93,94,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,57,27,63,63,88,76,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,87,91,52,52,73,87,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,73,90,52,52,85,98,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,19,88,91,86,86,98,84,1
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,16,88,96,95,95,99,98,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,91,30,91,91,87,69,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,15,100,87,77,77,77,84,1
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,21,81,67,75,75,88,94,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,100,30,65,65,95,65,2
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,18,90,26,44,44,75,70,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,20,78,23,40,40,63,71,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,20,88,30,80,80,84,56,2
