학년,학교,성별,자세 세부 유형,자세 불균형 상태,자세 불균형 개수 (개),목,어깨,허리,엉덩,무릎,발목,자세 등급
6학년,초등학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,11,99,45,96,96,100,93,1
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,86,82,40,40,82,84,2
6학년,초등학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,13,100,78,91,91,61,57,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,13,82,39,92,92,94,96,1
6학년,초등학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,18,86,37,85,85,84,63,2
6학년,초등학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,16,87,50,98,98,92,83,1
6학년,초등학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,10,96,30,86,86,100,86,1
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,100,66,65,65,95,66,2
6학년,초등학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,12,76,36,98,98,100,59,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,100,33,45,45,96,82,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,12,100,71,46,46,55,91,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,100,46,60,60,85,89,2
6학년,초등학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,17,96,66,95,95,94,72,1
6학년,초등학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,16,100,72,66,66,100,79,1
6학년,초등학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,15,89,66,88,88,99,95,1
6학년,초등학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,13,94,47,95,95,100,86,1
6학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,14,100,91,71,71,99,81,1
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,70,58,39,39,66,95,2
6학년,초등학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,14,96,54,95,95,100,77,1
6학년,초등학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,17,90,58,92,92,95,94,1
6학년,초등학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,14,86,64,82,82,100,92,1
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,13,85,49,48,48,82,93,2
6학년,초등학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,15,94,61,87,87,84,67,2
6학년,초등학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,13,100,54,85,85,83,68,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,16,100,51,51,51,72,93,2
6학년,초등학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,9,92,62,90,90,100,81,1
6학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,16,96,63,71,71,96,91,1
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,14,100,36,54,54,93,81,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,100,31,53,53,100,68,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,12,100,52,78,78,91,77,2
6학년,초등학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,14,90,65,94,94,93,85,1
6학년,초등학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,17,82,33,96,96,88,71,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,12,90,62,74,74,100,74,2
6학년,초등학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,16,100,49,88,88,99,81,1
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,12,93,44,64,64,100,80,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,85,31,72,72,95,84,2
4학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,12,100,30,68,68,92,74,2
4학년,초등학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,15,73,72,93,93,98,94,1
4학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,100,59,68,68,69,87,2
4학년,초등학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,14,100,59,77,77,98,89,1
4학년,초등학교,여자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,8,100,84,98,98,97,97,1
4학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,13,100,73,57,57,83,86,2
4학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,20,99,53,47,47,86,90,2
4학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,100,80,63,63,60,82,2
4학년,초등학교,남자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,14,100,85,75,75,84,98,1
4학년,초등학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,17,97,73,97,97,94,90,1
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,12,100,42,61,61,98,65,2
5학년,초등학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,18,73,74,94,94,75,61,2
5학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,97,50,65,65,76,92,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,14,100,63,53,53,88,90,2
5학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,92,62,66,66,77,97,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,17,100,67,74,74,85,99,1
5학년,초등학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,13,96,61,93,93,94,95,1
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,19,98,59,47,47,82,83,2
5학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,11,100,73,63,63,73,93,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,13,100,74,48,48,53,85,2
5학년,초등학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,17,76,38,74,74,60,77,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,12,100,45,80,80,90,65,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,85,44,82,82,90,70,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,82,66,42,42,75,88,2
6학년,초등학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,14,100,64,93,93,75,78,1
6학년,초등학교,남자,O다리 / X다리 위험군,Lv 2 적극 재활 단계,22,100,71,43,43,64,56,2
6학년,초등학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,14,96,76,88,88,74,61,1
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,20,58,46,59,59,86,93,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,81,61,53,53,54,86,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,10,65,61,75,75,100,75,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,16,100,91,62,62,89,96,1
6학년,초등학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,16,99,87,93,93,89,84,1
6학년,초등학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,15,100,42,98,98,98,92,1
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,100,25,46,46,94,82,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,19,100,38,54,54,79,99,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,100,24,69,69,96,85,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,76,43,64,64,95,85,2
6학년,초등학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,20,100,77,93,93,92,80,1
6학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,17,99,77,74,74,92,93,1
6학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,21,100,89,77,77,93,74,1
6학년,초등학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,13,100,30,94,94,100,88,1
6학년,초등학교,여자,척추측만 자세 위험군,Lv 2 적극 재활 단계,24,86,67,68,68,87,94,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,99,43,45,45,80,67,2
6학년,초등학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,16,73,37,99,99,54,58,2
6학년,초등학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,21,62,50,91,91,92,83,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,20,100,29,75,75,93,81,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,20,100,49,71,71,89,80,2
6학년,초등학교,남자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,17,100,71,72,72,87,94,1
6학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,13,100,45,91,91,100,87,1
6학년,초등학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,19,92,54,83,83,69,48,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,23,96,60,79,79,90,90,1
6학년,초등학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,14,93,35,99,99,100,93,1
6학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,16,100,50,75,75,91,98,1
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,90,52,48,48,87,86,2
6학년,초등학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,17,90,36,93,93,72,56,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,18,96,61,83,83,97,75,1
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,13,79,59,76,76,95,82,2
6학년,초등학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,15,100,62,99,99,98,73,1
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,100,29,40,40,81,81,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,97,28,52,52,96,71,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,20,97,71,39,39,72,93,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,18,83,37,36,36,34,98,2
6학년,초등학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,14,79,66,99,99,95,87,1
6학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,19,100,66,92,92,91,76,1
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,100,41,57,57,92,62,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,83,28,62,62,100,81,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,19,97,52,44,44,78,92,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,18,100,64,45,45,89,83,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,20,98,63,55,55,85,90,2
6학년,초등학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,16,97,44,81,81,91,67,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,16,88,52,46,46,76,85,2
6학년,초등학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,14,89,44,100,100,93,84,1
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,13,82,59,61,61,100,59,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,19,89,51,49,49,94,81,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,13,100,39,57,57,94,82,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,20,88,30,46,46,71,54,2
6학년,초등학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,18,100,70,90,90,97,96,1
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,96,79,64,64,94,70,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,93,37,76,76,99,80,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,19,100,52,80,80,94,82,1
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,97,45,48,48,89,73,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,92,36,68,68,93,83,2
6학년,초등학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,13,56,56,84,84,100,84,2
6학년,초등학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,16,100,78,97,97,95,91,1
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,88,30,42,42,82,78,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,20,73,48,59,59,84,87,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,21,88,83,73,73,94,95,1
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,100,73,63,63,97,81,2
6학년,초등학교,여자,O다리 / X다리 위험군,Lv 2 적극 재활 단계,14,100,65,59,59,52,85,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,18,100,69,82,82,95,88,1
6학년,초등학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,15,94,79,73,73,79,92,1
6학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,11,99,76,84,84,94,71,1
6학년,초등학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,21,92,79,92,92,97,83,1
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,100,35,40,40,55,65,2
6학년,초등학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,13,97,80,86,86,95,91,1
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,20,92,88,51,51,71,87,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,100,31,75,75,95,68,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,100,33,42,42,95,73,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,12,100,51,77,77,87,95,1
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,100,42,69,69,84,57,2
6학년,초등학교,여자,척추측만 자세 위험군,Lv 2 적극 재활 단계,20,98,67,80,80,51,51,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,96,30,47,47,87,62,2
6학년,초등학교,남자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,17,91,93,82,82,99,92,1
6학년,초등학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,16,85,68,79,79,92,70,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,100,56,69,69,94,82,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,13,100,33,38,38,79,77,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,87,63,42,42,63,92,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,100,46,56,56,89,84,2
6학년,초등학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,19,92,78,81,81,96,70,1
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,12,79,79,55,55,95,92,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,100,48,42,42,94,74,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,69,40,67,67,97,79,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,15,69,30,53,53,57,97,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,100,64,67,67,95,84,2
6학년,초등학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,17,85,34,97,97,97,86,1
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,21,90,61,61,61,81,94,2
6학년,초등학교,여자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,13,100,100,70,70,91,97,1
6학년,초등학교,남자,척추측만 자세 위험군,Lv 1 예방 유지 단계,19,91,90,93,93,96,93,1
6학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,17,100,66,74,74,94,83,1
6학년,초등학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,13,100,71,95,95,62,71,1
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,13,92,31,80,80,97,93,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,20,71,79,41,41,84,83,2
6학년,초등학교,여자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,13,92,89,81,81,92,95,1
6학년,초등학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,13,100,90,94,94,100,89,1
6학년,초등학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,17,83,43,100,100,82,52,2
6학년,초등학교,여자,척추측만 자세 위험군,Lv 2 적극 재활 단계,20,90,21,72,72,88,97,2
6학년,초등학교,남자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,17,100,86,83,83,89,86,1
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,24,96,57,66,66,86,82,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,12,90,30,66,66,100,79,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,12,100,59,37,37,58,93,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,17,100,76,72,72,90,82,1
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,95,30,61,61,69,92,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,18,95,50,91,91,89,92,1
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,95,64,71,71,94,58,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,21,98,44,81,81,95,93,1
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,19,100,25,58,58,98,75,2
6학년,초등학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,16,100,55,96,96,97,90,1
6학년,초등학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,17,89,45,94,94,86,88,1
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,99,34,78,78,91,89,2
6학년,초등학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,16,100,50,98,98,94,82,1
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,100,53,72,72,94,88,2
6학년,초등학교,여자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,18,100,74,91,91,93,82,1
6학년,초등학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,16,69,31,96,96,87,81,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,21,72,62,54,54,64,89,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,13,97,49,80,80,93,93,1
